id,profile_uuid,protocol_action,protocol_bean_name,consent_supported
27322,dc55a7ca-fe76-4130-932c-f0ea67a73765,AUTHORIZATION,,false
27323,dc55a7ca-fe76-4130-932c-f0ea67a73765,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27324,dc55a7ca-fe76-4130-932c-f0ea67a73765,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27325,dc55a7ca-fe76-4130-932c-f0ea67a73765,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27326,dc55a7ca-fe76-4130-932c-f0ea67a73765,DELETE_CONSENT,hbciDeleteConsent,false
27327,dc55a7ca-fe76-4130-932c-f0ea67a73765,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27336,b992e118-971a-4e66-a9a6-bb822daeedbc,LIST_ACCOUNTS,hbciListAccounts,false
27337,b992e118-971a-4e66-a9a6-bb822daeedbc,LIST_TRANSACTIONS,hbciListTransactions,false
27338,b992e118-971a-4e66-a9a6-bb822daeedbc,AUTHORIZATION,,false
27339,b992e118-971a-4e66-a9a6-bb822daeedbc,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27340,b992e118-971a-4e66-a9a6-bb822daeedbc,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27341,b992e118-971a-4e66-a9a6-bb822daeedbc,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27342,b992e118-971a-4e66-a9a6-bb822daeedbc,DELETE_CONSENT,hbciDeleteConsent,false
27343,b992e118-971a-4e66-a9a6-bb822daeedbc,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27352,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,LIST_ACCOUNTS,hbciListAccounts,false
27353,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,LIST_TRANSACTIONS,hbciListTransactions,false
27354,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,AUTHORIZATION,,false
27355,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27356,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27357,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27358,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,DELETE_CONSENT,hbciDeleteConsent,false
27359,d8da9e71-3ba8-477f-9fbc-d49f2b0915ad,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27368,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,LIST_ACCOUNTS,hbciListAccounts,false
27369,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,LIST_TRANSACTIONS,hbciListTransactions,false
27370,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,AUTHORIZATION,,false
27371,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27372,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27373,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27374,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,DELETE_CONSENT,hbciDeleteConsent,false
27375,bcf342c7-2bb1-4425-a57f-35d7fd83fdb8,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27384,6b615118-0521-4cc8-98d1-c51f1c606f40,LIST_ACCOUNTS,hbciListAccounts,false
27385,6b615118-0521-4cc8-98d1-c51f1c606f40,LIST_TRANSACTIONS,hbciListTransactions,false
27386,6b615118-0521-4cc8-98d1-c51f1c606f40,AUTHORIZATION,,false
27387,6b615118-0521-4cc8-98d1-c51f1c606f40,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27388,6b615118-0521-4cc8-98d1-c51f1c606f40,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27389,6b615118-0521-4cc8-98d1-c51f1c606f40,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27390,6b615118-0521-4cc8-98d1-c51f1c606f40,DELETE_CONSENT,hbciDeleteConsent,false
27391,6b615118-0521-4cc8-98d1-c51f1c606f40,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27400,a313a532-1a82-4a90-a760-22877a4ab6e2,LIST_ACCOUNTS,hbciListAccounts,false
27401,a313a532-1a82-4a90-a760-22877a4ab6e2,LIST_TRANSACTIONS,hbciListTransactions,false
27402,a313a532-1a82-4a90-a760-22877a4ab6e2,AUTHORIZATION,,false
27403,a313a532-1a82-4a90-a760-22877a4ab6e2,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27404,a313a532-1a82-4a90-a760-22877a4ab6e2,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27405,a313a532-1a82-4a90-a760-22877a4ab6e2,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27406,a313a532-1a82-4a90-a760-22877a4ab6e2,DELETE_CONSENT,hbciDeleteConsent,false
27407,a313a532-1a82-4a90-a760-22877a4ab6e2,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27416,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,LIST_ACCOUNTS,hbciListAccounts,false
27417,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,LIST_TRANSACTIONS,hbciListTransactions,false
27418,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,AUTHORIZATION,,false
27419,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27420,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27421,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27422,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,DELETE_CONSENT,hbciDeleteConsent,false
27423,33a12fb9-2ea9-4e9f-979d-80e11ae0cafd,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27432,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,LIST_ACCOUNTS,hbciListAccounts,false
27433,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,LIST_TRANSACTIONS,hbciListTransactions,false
27434,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,AUTHORIZATION,,false
27435,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27436,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27437,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27438,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,DELETE_CONSENT,hbciDeleteConsent,false
27439,4ed3d7bf-2e42-48f4-bdd4-89d866d27a10,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27448,edcd218c-41d3-41c4-84fe-34acb27e1661,LIST_ACCOUNTS,hbciListAccounts,false
27449,edcd218c-41d3-41c4-84fe-34acb27e1661,LIST_TRANSACTIONS,hbciListTransactions,false
27450,edcd218c-41d3-41c4-84fe-34acb27e1661,AUTHORIZATION,,false
27451,edcd218c-41d3-41c4-84fe-34acb27e1661,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27452,edcd218c-41d3-41c4-84fe-34acb27e1661,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27453,edcd218c-41d3-41c4-84fe-34acb27e1661,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27454,edcd218c-41d3-41c4-84fe-34acb27e1661,DELETE_CONSENT,hbciDeleteConsent,false
27455,edcd218c-41d3-41c4-84fe-34acb27e1661,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27464,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,LIST_ACCOUNTS,hbciListAccounts,false
27465,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,LIST_TRANSACTIONS,hbciListTransactions,false
27466,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,AUTHORIZATION,,false
27467,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27468,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27469,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27470,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,DELETE_CONSENT,hbciDeleteConsent,false
27471,9fa22016-8ed1-4902-a6bc-ecf77c0eccde,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27480,f355ccb2-825e-4297-a37e-4597bc03c7a6,LIST_ACCOUNTS,hbciListAccounts,false
27481,f355ccb2-825e-4297-a37e-4597bc03c7a6,LIST_TRANSACTIONS,hbciListTransactions,false
27482,f355ccb2-825e-4297-a37e-4597bc03c7a6,AUTHORIZATION,,false
27483,f355ccb2-825e-4297-a37e-4597bc03c7a6,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27484,f355ccb2-825e-4297-a37e-4597bc03c7a6,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27485,f355ccb2-825e-4297-a37e-4597bc03c7a6,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27486,f355ccb2-825e-4297-a37e-4597bc03c7a6,DELETE_CONSENT,hbciDeleteConsent,false
27487,f355ccb2-825e-4297-a37e-4597bc03c7a6,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27496,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,LIST_ACCOUNTS,hbciListAccounts,false
27497,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,LIST_TRANSACTIONS,hbciListTransactions,false
27498,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,AUTHORIZATION,,false
27499,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27500,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27501,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27502,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,DELETE_CONSENT,hbciDeleteConsent,false
27503,2d0e71d4-5b9b-49a9-b80e-c82ca5923b2c,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27512,4a79911a-f5e4-481c-816a-fba6550b7b23,LIST_ACCOUNTS,hbciListAccounts,false
27513,4a79911a-f5e4-481c-816a-fba6550b7b23,LIST_TRANSACTIONS,hbciListTransactions,false
27514,4a79911a-f5e4-481c-816a-fba6550b7b23,AUTHORIZATION,,false
27515,4a79911a-f5e4-481c-816a-fba6550b7b23,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27516,4a79911a-f5e4-481c-816a-fba6550b7b23,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27517,4a79911a-f5e4-481c-816a-fba6550b7b23,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27518,4a79911a-f5e4-481c-816a-fba6550b7b23,DELETE_CONSENT,hbciDeleteConsent,false
27519,4a79911a-f5e4-481c-816a-fba6550b7b23,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27528,811c838d-f3c4-4075-88ce-54374a6857a6,LIST_ACCOUNTS,hbciListAccounts,false
27529,811c838d-f3c4-4075-88ce-54374a6857a6,LIST_TRANSACTIONS,hbciListTransactions,false
27530,811c838d-f3c4-4075-88ce-54374a6857a6,AUTHORIZATION,,false
27531,811c838d-f3c4-4075-88ce-54374a6857a6,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27532,811c838d-f3c4-4075-88ce-54374a6857a6,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27533,811c838d-f3c4-4075-88ce-54374a6857a6,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27534,811c838d-f3c4-4075-88ce-54374a6857a6,DELETE_CONSENT,hbciDeleteConsent,false
27535,811c838d-f3c4-4075-88ce-54374a6857a6,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27544,afd700cd-a310-44b6-a588-0d471c6c77bf,LIST_ACCOUNTS,hbciListAccounts,false
27545,afd700cd-a310-44b6-a588-0d471c6c77bf,LIST_TRANSACTIONS,hbciListTransactions,false
27546,afd700cd-a310-44b6-a588-0d471c6c77bf,AUTHORIZATION,,false
27547,afd700cd-a310-44b6-a588-0d471c6c77bf,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27548,afd700cd-a310-44b6-a588-0d471c6c77bf,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27549,afd700cd-a310-44b6-a588-0d471c6c77bf,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27550,afd700cd-a310-44b6-a588-0d471c6c77bf,DELETE_CONSENT,hbciDeleteConsent,false
27551,afd700cd-a310-44b6-a588-0d471c6c77bf,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27560,21ce712a-2310-42f2-a16c-a4c2c690fcf2,LIST_ACCOUNTS,hbciListAccounts,false
27561,21ce712a-2310-42f2-a16c-a4c2c690fcf2,LIST_TRANSACTIONS,hbciListTransactions,false
27562,21ce712a-2310-42f2-a16c-a4c2c690fcf2,AUTHORIZATION,,false
27563,21ce712a-2310-42f2-a16c-a4c2c690fcf2,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27564,21ce712a-2310-42f2-a16c-a4c2c690fcf2,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27565,21ce712a-2310-42f2-a16c-a4c2c690fcf2,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27566,21ce712a-2310-42f2-a16c-a4c2c690fcf2,DELETE_CONSENT,hbciDeleteConsent,false
27567,21ce712a-2310-42f2-a16c-a4c2c690fcf2,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27576,54988987-db56-422b-b70a-a9d23da71ea0,LIST_ACCOUNTS,hbciListAccounts,false
27577,54988987-db56-422b-b70a-a9d23da71ea0,LIST_TRANSACTIONS,hbciListTransactions,false
27578,54988987-db56-422b-b70a-a9d23da71ea0,AUTHORIZATION,,false
27579,54988987-db56-422b-b70a-a9d23da71ea0,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27580,54988987-db56-422b-b70a-a9d23da71ea0,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27581,54988987-db56-422b-b70a-a9d23da71ea0,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27582,54988987-db56-422b-b70a-a9d23da71ea0,DELETE_CONSENT,hbciDeleteConsent,false
27583,54988987-db56-422b-b70a-a9d23da71ea0,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27592,aee112e5-18f3-43e2-af6a-8281463f3d2a,LIST_ACCOUNTS,hbciListAccounts,false
27593,aee112e5-18f3-43e2-af6a-8281463f3d2a,LIST_TRANSACTIONS,hbciListTransactions,false
27594,aee112e5-18f3-43e2-af6a-8281463f3d2a,AUTHORIZATION,,false
27595,aee112e5-18f3-43e2-af6a-8281463f3d2a,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27596,aee112e5-18f3-43e2-af6a-8281463f3d2a,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27597,aee112e5-18f3-43e2-af6a-8281463f3d2a,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27598,aee112e5-18f3-43e2-af6a-8281463f3d2a,DELETE_CONSENT,hbciDeleteConsent,false
27599,aee112e5-18f3-43e2-af6a-8281463f3d2a,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27608,c66e39b9-b6db-4655-b16b-65e43064d6b4,LIST_ACCOUNTS,hbciListAccounts,false
27609,c66e39b9-b6db-4655-b16b-65e43064d6b4,LIST_TRANSACTIONS,hbciListTransactions,false
27610,c66e39b9-b6db-4655-b16b-65e43064d6b4,AUTHORIZATION,,false
27611,c66e39b9-b6db-4655-b16b-65e43064d6b4,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27612,c66e39b9-b6db-4655-b16b-65e43064d6b4,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27613,c66e39b9-b6db-4655-b16b-65e43064d6b4,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27614,c66e39b9-b6db-4655-b16b-65e43064d6b4,DELETE_CONSENT,hbciDeleteConsent,false
27615,c66e39b9-b6db-4655-b16b-65e43064d6b4,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27624,32788ff1-4785-4314-96b1-784f0a2a80c0,LIST_ACCOUNTS,hbciListAccounts,false
27625,32788ff1-4785-4314-96b1-784f0a2a80c0,LIST_TRANSACTIONS,hbciListTransactions,false
27626,32788ff1-4785-4314-96b1-784f0a2a80c0,AUTHORIZATION,,false
27627,32788ff1-4785-4314-96b1-784f0a2a80c0,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27628,32788ff1-4785-4314-96b1-784f0a2a80c0,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27629,32788ff1-4785-4314-96b1-784f0a2a80c0,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27630,32788ff1-4785-4314-96b1-784f0a2a80c0,DELETE_CONSENT,hbciDeleteConsent,false
27631,32788ff1-4785-4314-96b1-784f0a2a80c0,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27640,e9ee3465-b39a-4913-a5de-01f6060a86b3,LIST_ACCOUNTS,hbciListAccounts,false
27641,e9ee3465-b39a-4913-a5de-01f6060a86b3,LIST_TRANSACTIONS,hbciListTransactions,false
27642,e9ee3465-b39a-4913-a5de-01f6060a86b3,AUTHORIZATION,,false
27643,e9ee3465-b39a-4913-a5de-01f6060a86b3,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27644,e9ee3465-b39a-4913-a5de-01f6060a86b3,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27645,e9ee3465-b39a-4913-a5de-01f6060a86b3,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27646,e9ee3465-b39a-4913-a5de-01f6060a86b3,DELETE_CONSENT,hbciDeleteConsent,false
27647,e9ee3465-b39a-4913-a5de-01f6060a86b3,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27656,86f4fd7c-002e-45e1-afa2-d5120e4c935e,LIST_ACCOUNTS,hbciListAccounts,false
27657,86f4fd7c-002e-45e1-afa2-d5120e4c935e,LIST_TRANSACTIONS,hbciListTransactions,false
27658,86f4fd7c-002e-45e1-afa2-d5120e4c935e,AUTHORIZATION,,false
27659,86f4fd7c-002e-45e1-afa2-d5120e4c935e,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27660,86f4fd7c-002e-45e1-afa2-d5120e4c935e,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27661,86f4fd7c-002e-45e1-afa2-d5120e4c935e,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27662,86f4fd7c-002e-45e1-afa2-d5120e4c935e,DELETE_CONSENT,hbciDeleteConsent,false
27663,86f4fd7c-002e-45e1-afa2-d5120e4c935e,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27672,a5348e89-c74d-488f-9bd0-4b3c006433f0,LIST_ACCOUNTS,hbciListAccounts,false
27673,a5348e89-c74d-488f-9bd0-4b3c006433f0,LIST_TRANSACTIONS,hbciListTransactions,false
27674,a5348e89-c74d-488f-9bd0-4b3c006433f0,AUTHORIZATION,,false
27675,a5348e89-c74d-488f-9bd0-4b3c006433f0,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27676,a5348e89-c74d-488f-9bd0-4b3c006433f0,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27677,a5348e89-c74d-488f-9bd0-4b3c006433f0,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27678,a5348e89-c74d-488f-9bd0-4b3c006433f0,DELETE_CONSENT,hbciDeleteConsent,false
27679,a5348e89-c74d-488f-9bd0-4b3c006433f0,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27688,5a874f7e-f2f9-4690-aa33-46c31c165681,LIST_ACCOUNTS,hbciListAccounts,false
27689,5a874f7e-f2f9-4690-aa33-46c31c165681,LIST_TRANSACTIONS,hbciListTransactions,false
27690,5a874f7e-f2f9-4690-aa33-46c31c165681,AUTHORIZATION,,false
27691,5a874f7e-f2f9-4690-aa33-46c31c165681,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27692,5a874f7e-f2f9-4690-aa33-46c31c165681,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27693,5a874f7e-f2f9-4690-aa33-46c31c165681,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27694,5a874f7e-f2f9-4690-aa33-46c31c165681,DELETE_CONSENT,hbciDeleteConsent,false
27695,5a874f7e-f2f9-4690-aa33-46c31c165681,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27704,fc54e102-f6f3-4e83-9608-86da399ce799,LIST_ACCOUNTS,hbciListAccounts,false
27705,fc54e102-f6f3-4e83-9608-86da399ce799,LIST_TRANSACTIONS,hbciListTransactions,false
27706,fc54e102-f6f3-4e83-9608-86da399ce799,AUTHORIZATION,,false
27707,fc54e102-f6f3-4e83-9608-86da399ce799,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27708,fc54e102-f6f3-4e83-9608-86da399ce799,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27709,fc54e102-f6f3-4e83-9608-86da399ce799,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27710,fc54e102-f6f3-4e83-9608-86da399ce799,DELETE_CONSENT,hbciDeleteConsent,false
27711,fc54e102-f6f3-4e83-9608-86da399ce799,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27720,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,LIST_ACCOUNTS,hbciListAccounts,false
27721,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,LIST_TRANSACTIONS,hbciListTransactions,false
27722,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,AUTHORIZATION,,false
27723,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27724,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27725,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27726,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,DELETE_CONSENT,hbciDeleteConsent,false
27727,87eb597b-ba6e-4686-a9cb-8d6e3764ec93,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27736,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,LIST_ACCOUNTS,hbciListAccounts,false
27737,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,LIST_TRANSACTIONS,hbciListTransactions,false
27738,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,AUTHORIZATION,,false
27739,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27740,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27741,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27742,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,DELETE_CONSENT,hbciDeleteConsent,false
27743,fa5788e0-b88d-4e9f-8650-ed727d2cbca6,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27752,2f64fb37-0656-428d-9013-a494bebd3758,LIST_ACCOUNTS,hbciListAccounts,false
27753,2f64fb37-0656-428d-9013-a494bebd3758,LIST_TRANSACTIONS,hbciListTransactions,false
27754,2f64fb37-0656-428d-9013-a494bebd3758,AUTHORIZATION,,false
27755,2f64fb37-0656-428d-9013-a494bebd3758,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27756,2f64fb37-0656-428d-9013-a494bebd3758,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27757,2f64fb37-0656-428d-9013-a494bebd3758,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27758,2f64fb37-0656-428d-9013-a494bebd3758,DELETE_CONSENT,hbciDeleteConsent,false
27759,2f64fb37-0656-428d-9013-a494bebd3758,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27768,1b5bc280-c9a6-4afc-8428-0e864c79e088,LIST_ACCOUNTS,hbciListAccounts,false
27769,1b5bc280-c9a6-4afc-8428-0e864c79e088,LIST_TRANSACTIONS,hbciListTransactions,false
27770,1b5bc280-c9a6-4afc-8428-0e864c79e088,AUTHORIZATION,,false
27771,1b5bc280-c9a6-4afc-8428-0e864c79e088,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27772,1b5bc280-c9a6-4afc-8428-0e864c79e088,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27773,1b5bc280-c9a6-4afc-8428-0e864c79e088,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27774,1b5bc280-c9a6-4afc-8428-0e864c79e088,DELETE_CONSENT,hbciDeleteConsent,false
27775,1b5bc280-c9a6-4afc-8428-0e864c79e088,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27784,42bf5d4f-ce54-4eaa-bced-4837bada2426,LIST_ACCOUNTS,hbciListAccounts,false
27785,42bf5d4f-ce54-4eaa-bced-4837bada2426,LIST_TRANSACTIONS,hbciListTransactions,false
27786,42bf5d4f-ce54-4eaa-bced-4837bada2426,AUTHORIZATION,,false
27787,42bf5d4f-ce54-4eaa-bced-4837bada2426,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27788,42bf5d4f-ce54-4eaa-bced-4837bada2426,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27789,42bf5d4f-ce54-4eaa-bced-4837bada2426,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27790,42bf5d4f-ce54-4eaa-bced-4837bada2426,DELETE_CONSENT,hbciDeleteConsent,false
27791,42bf5d4f-ce54-4eaa-bced-4837bada2426,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27800,cdaf734e-204d-48a7-ba53-c7420da588f4,LIST_ACCOUNTS,hbciListAccounts,false
27801,cdaf734e-204d-48a7-ba53-c7420da588f4,LIST_TRANSACTIONS,hbciListTransactions,false
27802,cdaf734e-204d-48a7-ba53-c7420da588f4,AUTHORIZATION,,false
27803,cdaf734e-204d-48a7-ba53-c7420da588f4,SINGLE_PAYMENT,hbciInitiateSinglePayment,false
27804,cdaf734e-204d-48a7-ba53-c7420da588f4,GET_PAYMENT_INFORMATION,hbciGetPaymentInfoState,false
27805,cdaf734e-204d-48a7-ba53-c7420da588f4,GET_PAYMENT_STATUS,hbciGetPaymentStatusState,false
27806,cdaf734e-204d-48a7-ba53-c7420da588f4,DELETE_CONSENT,hbciDeleteConsent,false
27807,cdaf734e-204d-48a7-ba53-c7420da588f4,GET_CONSENT_STATUS,hbciGetConsentStatus,false
27816,993e02bb-45ad-4921-b669-e22f36ad1189,LIST_ACCOUNTS,hbciListAccounts,false
27817,993e02bb-45ad-4921-b669-e22f36ad1189,LIST_TRANSACTIONS,hbciListTransactions,false
27818,993e02bb-45ad-4921-b669-e22f36ad1189,AUTHORIZATION,,false
